Time (EDT)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Thu 15:32:01	51.4905	-0.2781	↙ 223°	434	499	11,278	36 Climbing	 FlightAware ADS-B (OXF / EGTK)
Thu 15:32:34	51.4428	-0.3494	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (BBS / EGLK)
Thu 15:33:19	51.3764	-0.4484	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (CBG / EGSC)
Thu 15:33:49	51.3331	-0.5128	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (EMA / EGNX)
Thu 15:34:31	51.2708	-0.6051	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (LCY / EGLC)
Thu 15:34:47	51.2488	-0.6374	↙ 224°	431	496	11,278	 Level	 FlightAware ADS-B (GLO / EGBJ)
Thu 15:35:17	51.2040	-0.7034	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (EGBF)
Thu 15:35:47	51.1609	-0.7667	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (BQH / EGKB)
Thu 15:36:17	51.1163	-0.8321	↙ 223°	432	497	11,278	 Level	 FlightAware ADS-B (BOH / EGHH)
Thu 15:36:47	51.0735	-0.8945	↙ 223°	433	498	11,278	 Level	 FlightAware ADS-B (FZO / EGTG)
Thu 15:37:06	51.0442	-0.9364	↙ 221°	433	498	11,278	 Level	 FlightAware ADS-B (BBS / EGLK)
Thu 15:37:50	50.9769	-1.0261	↙ 220°	434	499	11,278	 Level	 FlightAware ADS-B (FZO / EGTG)
Thu 15:38:20	50.9314	-1.0866	↙ 220°	434	499	11,278	 Level	 FlightAware ADS-B (KNF / EGYM)
Thu 15:38:50	50.8852	-1.1483	↙ 220°	435	501	11,278	 Level	 FlightAware ADS-B (LPL / EGGP)
Thu 15:39:11	50.8526	-1.1914	↙ 220°	435	501	11,278	 Level	 FlightAware ADS-B (MAN / EGCC)
Thu 15:39:41	50.8061	-1.2528	↙ 220°	436	502	11,278	8 Climbing	 FlightAware ADS-B (EGBV)
Thu 15:40:06	50.7673	-1.3038	↙ 220°	435	501	11,285	 Level	 FlightAware ADS-B (EGOS)
Thu 15:40:36	50.7207	-1.3652	↙ 220°	436	502	11,278	-8 Descending	 FlightAware ADS-B
Thu 15:41:06	50.6748	-1.4255	↙ 220°	436	502	11,278	 Level	 FlightAware ADS-B (EGUD)
Thu 15:41:36	50.6290	-1.4854	↙ 220°	435	501	11,278	 Level	 FlightAware ADS-B (EGHF)
Thu 15:42:06	50.5821	-1.5465	↙ 220°	435	501	11,278	 Level	 FlightAware ADS-B (EGUD)
Thu 15:42:36	50.5350	-1.6080	↙ 220°	434	499	11,278	 Level	 FlightAware ADS-B (HYC / EGTB)
Thu 15:43:00	50.4966	-1.6551	↙ 216°	434	499	11,278	 Level	 FlightAware ADS-B (GLO / EGBJ)
Thu 15:43:22	50.4611	-1.6896	↙ 209°	436	502	11,278	 Level	 FlightAware ADS-B (EGKR)
Thu 15:43:47	50.4138	-1.7259	↙ 205°	435	501	11,278	 Level	 FlightAware ADS-B (GLO / EGBJ)
Thu 15:44:24	50.3486	-1.7746	↙ 205°	435	501	11,278	 Level	 FlightAware ADS-B (EGDR)
Thu 15:44:54	50.2938	-1.8154	↙ 205°	435	501	11,278	 Level	 FlightAware ADS-B (LGW / EGKK)
Thu 15:45:24	50.2394	-1.8558	↙ 205°	435	501	11,278	8 Climbing	 FlightAware ADS-B (EGVP)
Thu 15:45:54	50.1845	-1.8964	↙ 205°	434	499	11,285	 Level	 FlightAware ADS-B (ESH / EGKA)
Thu 15:46:24	50.1288	-1.9374	↙ 205°	434	499	11,278	-15 Descending	 FlightAware ADS-B (EGUD)
Thu 15:46:54	50.0785	-1.9745	↙ 205°	433	498	11,270	-8 Descending	 FlightAware ADS-B (LME / LFRM)
Thu 15:47:24	50.0227	-2.0154	↙ 205°	434	499	11,270	 Level	 FlightAware ADS-B (HAW / EGFE)
Thu 15:47:54	49.9687	-2.0549	↙ 205°	434	499	11,270	8 Climbing	 FlightAware ADS-B (BRS / EGGD)
Thu 15:48:24	49.9132	-2.0956	↙ 205°	434	499	11,278	8 Climbing	 FlightAware ADS-B (EGUO)
Thu 15:48:54	49.8587	-2.1353	↙ 205°	433	498	11,278	 Level	 FlightAware ADS-B (EGDT)
Thu 15:49:24	49.8047	-2.1744	↙ 205°	433	498	11,278	 Level	 FlightAware ADS-B (LCY / EGLC)
Thu 15:49:54	49.7524	-2.2123	↙ 205°	432	497	11,278	 Level	 FlightAware ADS-B (EGDP)
Thu 15:50:24	49.6973	-2.2521	↙ 205°	432	497	11,278	8 Climbing	 FlightAware ADS-B (EGHP)
Thu 15:50:54	49.6405	-2.2931	↙ 205°	431	496	11,285	8 Climbing	 FlightAware ADS-B (EGLA)
Thu 15:51:24	49.5899	-2.3295	↙ 205°	430	495	11,285	-8 Descending	 FlightAware ADS-B (EGBT)
Thu 15:51:54	49.5368	-2.3676	↙ 205°	429	494	11,278	 Level	 FlightAware ADS-B (LGW / EGKK)
Thu 15:52:24	49.4798	-2.4085	↙ 205°	427	491	11,285	8 Climbing	 FlightAware ADS-B (CWL / EGFF)
Thu 15:52:54	49.4258	-2.4469	↙ 205°	426	490	11,285	-10 Descending	 FlightAware ADS-B (LHR / EGLL)
Thu 15:53:11	49.3980	-2.4667	↙ 206°	424	488	11,278	-10 Descending	 FlightAware ADS-B (JER / EGJJ)
Thu 15:53:41	49.3455	-2.5038	↙ 205°	423	487	11,278	-8 Descending	 FlightAware ADS-B (EGHF)
Thu 15:54:11	49.2905	-2.5428	↙ 205°	422	486	11,270	-8 Descending	 FlightAware ADS-B (EGFA)
Thu 15:54:41	49.2394	-2.5790	↙ 205°	421	484	11,270	 Level	 FlightAware ADS-B (GCI / EGJB)
Thu 15:55:02	49.2007	-2.6065	↙ 205°	421	484	11,270	 Level	 FlightAware ADS-B (GCI / EGJB)
Thu 15:55:32	49.1486	-2.6433	↙ 205°	421	484	11,270	 Level	 FlightAware ADS-B (JER / EGJJ)
Thu 15:56:02	49.0961	-2.6802	↙ 205°	421	484	11,270	 Level	 FlightAware ADS-B (BOH / EGHH)
Thu 15:56:32	49.0428	-2.7177	↙ 205°	422	486	11,270	8 Climbing	 FlightAware ADS-B (EGDT)
Thu 15:57:02	48.9892	-2.7552	↙ 205°	422	486	11,278	8 Climbing	 FlightAware ADS-B (BOH / EGHH)
Thu 15:57:32	48.9378	-2.7911	↙ 205°	422	486	11,278	8 Climbing	 FlightAware ADS-B (BOH / EGHH)
Thu 15:58:02	48.8838	-2.8288	↙ 205°	421	484	11,285	8 Climbing	 FlightAware ADS-B (BOH / EGHH)
Thu 15:58:32	48.8301	-2.8660	↙ 205°	420	483	11,285	 Level	 FlightAware ADS-B (GCI / EGJB)
Thu 15:59:12	48.7636	-2.9121	↙ 206°	419	482	11,285	-6 Descending	 FlightAware ADS-B (JER / EGJJ)
Thu 15:59:42	48.7067	-2.9515	↙ 205°	418	481	11,278	-8 Descending	 FlightAware ADS-B (LFOG)
Thu 16:00:13	48.6547	-2.9873	↙ 206°	416	479	11,278	 Level	 FlightAware ADS-B (JER / EGJJ)
Thu 16:00:42	48.6022	-3.0235	↙ 206°	416	479	11,278	 Level	 FlightAware ADS-B (JER / EGJJ)
Thu 16:01:12	48.5524	-3.0576	↙ 205°	416	479	11,278	 Level	 FlightAware ADS-B (JER / EGJJ)
Thu 16:01:42	48.4987	-3.0944	↙ 205°	415	478	11,278	 Level	 FlightAware ADS-B (EGDR)
Thu 16:02:12	48.4449	-3.1312	↙ 205°	415	478	11,278	 Level	 FlightAware ADS-B (EGUV)
Thu 16:02:42	48.3935	-3.1662	↙ 204°	416	479	11,278	 Level	 FlightAware ADS-B (BRS / EGGD)
Thu 16:03:12	48.3417	-3.2014	↙ 205°	415	478	11,278	 Level	 FlightAware ADS-B (LME / LFRM)
Thu 16:03:43	48.2870	-3.2386	↙ 204°	416	479	11,278	 Level	 FlightAware ADS-B (BRS / EGGD)
Thu 16:04:13	48.2338	-3.2746	↙ 204°	416	479	11,278	 Level	 FlightAware ADS-B (BRS / EGGD)
Thu 16:04:43	48.1812	-3.3101	↙ 204°	417	480	11,278	8 Climbing	 FlightAware ADS-B (EGHF)
Thu 16:05:13	48.1291	-3.3454	↙ 204°	416	479	11,285	8 Climbing	 FlightAware ADS-B (SNR / LFRZ)
Thu 16:05:43	48.0766	-3.3808	↙ 204°	416	479	11,285	 Level	 FlightAware ADS-B (SNR / LFRZ)
Thu 16:06:13	48.0239	-3.4162	↙ 204°	416	479	11,285	 Level	 FlightAware ADS-B (SNR / LFRZ)
Thu 16:06:43	47.9705	-3.4519	↙ 204°	415	478	11,285	-8 Descending	 FlightAware ADS-B (LFOM)
Thu 16:07:13	47.9176	-3.4872	↙ 204°	415	478	11,278	 Level	 FlightAware ADS-B (DPE / LFAB)
Thu 16:07:43	47.8655	-3.5220	↙ 204°	414	476	11,285	8 Climbing	 FlightAware ADS-B (DPE / LFAB)
Thu 16:08:13	47.8153	-3.5554	↙ 204°	412	474	11,285	 Level	 FlightAware ADS-B (LFES)
Thu 16:08:44	47.7615	-3.5911	↙ 204°	410	472	11,285	-7 Descending	 FlightAware ADS-B (SNR / LFRZ)
Thu 16:09:15	47.7074	-3.6268	↙ 204°	408	470	11,278	-15 Descending	 FlightAware ADS-B (MXN / LFRU)
Thu 16:09:45	47.6572	-3.6600	↙ 204°	407	468	11,270	-8 Descending	 FlightAware ADS-B (LFES)
Thu 16:10:15	47.6035	-3.6953	↙ 204°	408	470	11,270	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:10:46	47.5523	-3.7290	↙ 204°	408	470	11,270	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:11:16	47.4997	-3.7637	↙ 204°	408	470	11,270	8 Climbing	 FlightAware ADS-B (MXN / LFRU)
Thu 16:11:46	47.4468	-3.7984	↙ 204°	408	470	11,278	8 Climbing	 FlightAware ADS-B (MXN / LFRU)
Thu 16:12:17	47.3943	-3.8327	↙ 204°	409	471	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:12:47	47.3419	-3.8669	↙ 204°	410	472	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:13:17	47.2897	-3.9008	↙ 204°	410	472	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:13:48	47.2371	-3.9349	↙ 204°	411	473	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:14:18	47.1854	-3.9685	↙ 204°	412	474	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:14:48	47.1315	-4.0035	↙ 204°	413	475	11,278	 Level	 FlightAware ADS-B (MXN / LFRU)
Thu 16:15:18	47.0791	-4.0372	↙ 204°	413	475	11,278	8 Climbing	 FlightAware ADS-B (MXN / LFRU)
Thu 16:15:48	47.0282	-4.0699	↙ 204°	413	475	11,285	8 Climbing	 FlightAware ADS-B (LFOF)
Thu 16:16:18	46.9744	-4.1044	↙ 204°	412	474	11,285	-8 Descending	 FlightAware ADS-B (LFOF)
Thu 16:16:49	46.9213	-4.1383	↙ 204°	412	474	11,278	-8 Descending	 FlightAware ADS-B (LFOF)
Thu 16:17:19	46.8696	-4.1716	↙ 204°	411	473	11,278	 Level	 FlightAware ADS-B (LFOF)
Thu 16:17:50	46.8135	-4.2073	↙ 204°	412	474	11,278	 Level	 FlightAware ADS-B (NTE / LFRS)
Thu 16:18:20	46.7608	-4.2410	↙ 204°	412	474	11,278	 Level	 FlightAware ADS-B (NTE / LFRS)
Thu 16:18:50	46.7085	-4.2741	↙ 204°	412	474	11,278	 Level	 FlightAware ADS-B (NTE / LFRS)
Thu 16:19:20	46.6557	-4.3076	↙ 204°	412	474	11,278	-8 Descending	 FlightAware ADS-B (NTE / LFRS)
Thu 16:19:51	46.6038	-4.3405	↙ 204°	412	474	11,270	 Level	 FlightAware ADS-B (NTE / LFRS)
Thu 16:20:21	46.5494	-4.3750	↙ 204°	413	475	11,278	 Level	 FlightAware ADS-B (LRT / LFRH)
Thu 16:20:53	46.4955	-4.4088	↙ 203°	415	478	11,270	 Level	 FlightAware ADS-B (LFCS)
Thu 16:21:23	46.4421	-4.4422	↙ 203°	416	479	11,278	8 Climbing	 FlightAware ADS-B (LFCS)
Thu 16:21:53	46.3900	-4.4749	↙ 203°	417	480	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:22:23	46.3350	-4.5094	↙ 203°	418	481	11,278	8 Climbing	 FlightAware ADS-B (BOD / LFBD)
Thu 16:22:53	46.2836	-4.5415	↙ 203°	419	482	11,285	8 Climbing	 FlightAware ADS-B (BOD / LFBD)
Thu 16:23:23	46.2298	-4.5751	↙ 203°	420	483	11,285	 Level	 FlightAware ADS-B (BOD / LFBD)
Thu 16:23:54	46.1755	-4.6088	↙ 203°	420	483	11,285	 Level	 FlightAware ADS-B (BOD / LFBD)
Thu 16:24:24	46.1225	-4.6417	↙ 203°	419	482	11,285	8 Climbing	 FlightAware ADS-B (ANE / LFJR)
Thu 16:24:54	46.0683	-4.6754	↙ 203°	418	481	11,293	 Level	 FlightAware ADS-B (BHX / EGBB)
Thu 16:25:27	46.0097	-4.7115	↙ 203°	417	480	11,285	-15 Descending	 FlightAware ADS-B (LFRW)
Thu 16:25:57	45.9567	-4.7442	↙ 203°	417	480	11,278	-8 Descending	 FlightAware ADS-B (LFRW)
Thu 16:26:28	45.9024	-4.7777	↙ 203°	417	480	11,278	-8 Descending	 FlightAware ADS-B (LFRW)
Thu 16:26:58	45.8503	-4.8097	↙ 203°	417	480	11,270	-8 Descending	 FlightAware ADS-B (LFRW)
Thu 16:27:28	45.7954	-4.8432	↙ 203°	419	482	11,270	 Level	 FlightAware ADS-B (LFRW)
Thu 16:27:59	45.7405	-4.8768	↙ 203°	419	482	11,270	7 Climbing	 FlightAware ADS-B (BHX / EGBB)
Thu 16:28:30	45.6852	-4.9107	↙ 203°	419	482	11,278	15 Climbing	 FlightAware ADS-B (BHX / EGBB)
Thu 16:29:01	45.6313	-4.9435	↙ 203°	418	481	11,285	7 Climbing	 FlightAware ADS-B (BHX / EGBB)
Thu 16:29:36	45.5655	-4.9834	↙ 203°	417	480	11,285	-7 Descending	 FlightAware ADS-B (SDR / LEXJ)
Thu 16:30:07	45.5120	-5.0159	↙ 203°	418	481	11,278	-8 Descending	 FlightAware ADS-B (SDR / LEXJ)
Thu 16:30:37	45.4582	-5.0484	↙ 203°	418	481	11,278	 Level	 FlightAware ADS-B (SDR / LEXJ)
Thu 16:31:08	45.4043	-5.0809	↙ 203°	419	482	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:31:38	45.3520	-5.1125	↙ 203°	419	482	11,278	 Level	 FlightAware ADS-B (SNR / LFRZ)
Thu 16:32:08	45.2981	-5.1449	↙ 203°	418	481	11,278	 Level	 FlightAware ADS-B (PLH / EGHD)
Thu 16:32:47	45.2289	-5.1864	↙ 203°	418	481	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:33:17	45.1741	-5.2192	↙ 203°	419	482	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:33:48	45.1199	-5.2515	↙ 203°	419	482	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:34:18	45.0660	-5.2835	↙ 203°	420	483	11,278	-8 Descending	 FlightAware ADS-B (OVD / LEAS)
Thu 16:34:48	45.0117	-5.3158	↙ 203°	421	484	11,270	-8 Descending	 FlightAware ADS-B (OVD / LEAS)
Thu 16:35:18	44.9565	-5.3486	↙ 203°	423	487	11,270	8 Climbing	 FlightAware ADS-B (NTE / LFRS)
Thu 16:35:48	44.9020	-5.3809	↙ 203°	423	487	11,278	15 Climbing	 FlightAware ADS-B (LEN / LELN)
Thu 16:36:19	44.8484	-5.4126	↙ 203°	424	488	11,285	7 Climbing	 FlightAware ADS-B (OVD / LEAS)
Thu 16:36:50	44.7937	-5.4457	↙ 204°	423	487	11,285	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:37:20	44.7400	-5.4792	↙ 204°	422	486	11,285	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:37:50	44.6858	-5.5129	↙ 204°	421	484	11,285	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:38:20	44.6320	-5.5462	↙ 204°	421	484	11,285	-8 Descending	 FlightAware ADS-B (OVD / LEAS)
Thu 16:38:51	44.5786	-5.5792	↙ 204°	420	483	11,278	-7 Descending	 FlightAware ADS-B (OVD / LEAS)
Thu 16:39:25	44.5148	-5.6185	↙ 204°	419	482	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:39:56	44.4607	-5.6516	↙ 204°	418	481	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:40:26	44.4082	-5.6838	↙ 204°	417	480	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:40:57	44.3534	-5.7173	↙ 204°	417	480	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:41:27	44.2995	-5.7503	↙ 204°	417	480	11,278	-8 Descending	 FlightAware ADS-B (LEN / LELN)
Thu 16:41:58	44.2455	-5.7832	↙ 204°	417	480	11,270	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:42:29	44.1942	-5.8144	↙ 204°	417	480	11,278	8 Climbing	 FlightAware ADS-B (LCG / LECO)
Thu 16:42:59	44.1379	-5.8486	↙ 204°	417	480	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:43:29	44.0871	-5.8793	↙ 204°	418	481	11,278	 Level	 FlightAware ADS-B (BIO / LEBB)
Thu 16:43:59	44.0343	-5.9113	↙ 204°	418	481	11,278	 Level	 FlightAware ADS-B (LCG / LECO)
Thu 16:44:29	43.9794	-5.9443	↙ 204°	418	481	11,278	 Level	 FlightAware ADS-B (LEFM)
Thu 16:44:59	43.9277	-5.9755	↙ 203°	417	480	11,278	 Level	 FlightAware ADS-B (LPMU)
Thu 16:45:30	43.8717	-6.0091	↙ 204°	418	481	11,278	-8 Descending	 FlightAware ADS-B (LEFM)
Thu 16:46:00	43.8186	-6.0411	↙ 204°	419	482	11,270	-8 Descending	 FlightAware ADS-B (LCG / LECO)
Thu 16:46:30	43.7666	-6.0723	↙ 204°	421	484	11,270	8 Climbing	 FlightAware ADS-B (LEFM)
Thu 16:47:01	43.7110	-6.1055	↙ 203°	423	487	11,278	15 Climbing	 FlightAware ADS-B (BHX / EGBB)
Thu 16:47:31	43.6572	-6.1375	↙ 203°	424	488	11,285	8 Climbing	 FlightAware ADS-B (VGO / LEVX)
Thu 16:48:01	43.6038	-6.1693	↙ 203°	424	488	11,285	 Level	 FlightAware ADS-B (LCG / LECO)
Thu 16:48:31	43.5483	-6.2022	↙ 203°	424	488	11,285	-8 Descending	 FlightAware ADS-B (VGO / LEVX)
Thu 16:49:01	43.4937	-6.2346	↙ 203°	424	488	11,278	-8 Descending	 FlightAware ADS-B (SDR / LEXJ)
Thu 16:49:31	43.4403	-6.2663	↙ 203°	425	489	11,278	8 Climbing	 FlightAware ADS-B (VGO / LEVX)
Thu 16:50:01	43.3854	-6.2987	↙ 203°	425	489	11,285	8 Climbing	 FlightAware ADS-B (LEN / LELN)
Thu 16:50:32	43.3301	-6.3313	↙ 203°	424	488	11,285	-8 Descending	 FlightAware ADS-B (LEN / LELN)
Thu 16:51:02	43.2745	-6.3640	↙ 203°	425	489	11,278	-8 Descending	 FlightAware ADS-B (LEN / LELN)
Thu 16:51:33	43.2205	-6.3958	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:52:03	43.1649	-6.4283	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:52:33	43.1123	-6.4591	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:53:04	43.0553	-6.4924	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:53:34	43.0022	-6.5234	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (LEN / LELN)
Thu 16:54:04	42.9496	-6.5540	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (LCG / LECO)
Thu 16:54:34	42.8970	-6.5845	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:55:04	42.8424	-6.6160	↙ 203°	422	486	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:55:34	42.7880	-6.6474	↙ 203°	422	486	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:56:04	42.7336	-6.6789	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:56:34	42.6795	-6.7101	↙ 203°	423	487	11,278	 Level	 FlightAware ADS-B (OVD / LEAS)
Thu 16:57:04	42.6262	-6.7407	↙ 203°	423	487	11,278	8 Climbing	 FlightAware ADS-B (OVD / LEAS)
Thu 16:57:34	42.5724	-6.7716	↙ 203°	423	487	11,285	8 Climbing	 FlightAware ADS-B (VRL / LPVR)
Thu 16:58:04	42.5194	-6.8020	↙ 203°	422	486	11,285	 Level	 FlightAware ADS-B (LPMU)
Thu 16:58:34	42.4655	-6.8329	↙ 203°	421	484	11,285	-8 Descending	 FlightAware ADS-B (VRL / LPVR)
Thu 16:59:04	42.4114	-6.8638	↙ 203°	421	484	11,278	-8 Descending	 FlightAware ADS-B (LPMU)
Thu 16:59:34	42.3577	-6.8943	↙ 203°	420	483	11,278	 Level	 FlightAware ADS-B (VRL / LPVR)
Thu 17:00:05	42.3015	-6.9263	↙ 203°	419	482	11,278	 Level	 FlightAware ADS-B (LPMU)
Thu 17:00:35	42.2475	-6.9570	↙ 203°	418	481	11,278	 Level	 FlightAware ADS-B (LPMU)
Thu 17:01:05	42.1957	-6.9863	↙ 203°	417	480	11,278	-8 Descending	 FlightAware ADS-B (VRL / LPVR)
Thu 17:01:35	42.1421	-7.0166	↙ 203°	418	481	11,270	 Level	 FlightAware ADS-B (VRL / LPVR)
Thu 17:02:02	42.0920	-7.0450	↙ 204°	418	481	11,278	 Level	 FlightAware ADS-B (LCG / LECO)
Thu 17:02:20	42.0623	-7.0648	↙ 208°	416	479	11,270	 Level	 FlightAware ADS-B (LCG / LECO)
Thu 17:02:52	42.0068	-7.1062	↙ 209°	416	479	11,278	7 Climbing	 FlightAware ADS-B (SLM / LESA)
Thu 17:03:22	41.9556	-7.1444	↙ 209°	416	479	11,278	 Level	 FlightAware ADS-B (SLM / LESA)
Thu 17:03:52	41.9092	-7.1791	↙ 209°	417	480	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:04:22	41.8577	-7.2174	↙ 209°	418	481	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:04:52	41.8082	-7.2543	↙ 209°	418	481	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:05:22	41.7560	-7.2931	↙ 209°	419	482	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:05:52	41.7051	-7.3309	↙ 209°	419	482	11,278	8 Climbing	 FlightAware ADS-B (LPEV)
Thu 17:06:22	41.6544	-7.3685	↙ 209°	419	482	11,285	 Level	 FlightAware ADS-B (VSE / LPVZ)
Thu 17:06:52	41.6019	-7.4072	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (VSE / LPVZ)
Thu 17:07:23	41.5512	-7.4446	↙ 209°	420	483	11,285	 Level	 FlightAware ADS-B (CBP / LPCO)
Thu 17:07:53	41.5002	-7.4821	↙ 209°	420	483	11,278	-8 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:08:23	41.4490	-7.5197	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (CBP / LPCO)
Thu 17:08:53	41.3972	-7.5578	↙ 209°	422	486	11,278	 Level	 FlightAware ADS-B (VSE / LPVZ)
Thu 17:09:23	41.3475	-7.5942	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:09:53	41.2969	-7.6312	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (VIT / LEVT)
Thu 17:10:23	41.2454	-7.6687	↙ 209°	420	483	11,278	 Level	 FlightAware ADS-B (LPEV)
Thu 17:10:54	41.1892	-7.7097	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (SLM / LESA)
Thu 17:11:24	41.1387	-7.7464	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (SLM / LESA)
Thu 17:11:54	41.0868	-7.7841	↙ 209°	420	483	11,278	 Level	 FlightAware ADS-B (SLM / LESA)
Thu 17:12:26	41.0335	-7.8228	↙ 209°	420	483	11,278	 Level	 FlightAware ADS-B (CBP / LPCO)
Thu 17:12:56	40.9849	-7.8579	↙ 209°	420	483	11,278	 Level	 FlightAware ADS-B (VSE / LPVZ)
Thu 17:13:26	40.9328	-7.8955	↙ 209°	421	484	11,278	 Level	 FlightAware ADS-B (VGO / LEVX)
Thu 17:13:56	40.8807	-7.9330	↙ 209°	419	482	11,278	8 Climbing	 FlightAware ADS-B (VRL / LPVR)
Thu 17:14:26	40.8306	-7.9691	↙ 209°	418	481	11,285	 Level	 FlightAware ADS-B (OPO / LPPR)
Thu 17:14:56	40.7806	-8.0050	↙ 209°	417	480	11,278	 Level	 FlightAware ADS-B (OPO / LPPR)
Thu 17:15:26	40.7296	-8.0416	↙ 209°	416	479	11,285	-99 Descending	 FlightAware ADS-B (OPO / LPPR)
Thu 17:15:56	40.6774	-8.0788	↙ 209°	415	478	11,179	-290 Descending	 FlightAware ADS-B (LEN / LELN)
Thu 17:16:26	40.6282	-8.1138	↙ 209°	421	484	10,996	-450 Descending	 FlightAware ADS-B (LEFM)
Thu 17:16:56	40.5751	-8.1517	↙ 209°	427	491	10,729	-556 Descending	 FlightAware ADS-B (OPO / LPPR)
Thu 17:17:26	40.5238	-8.1883	↙ 208°	424	488	10,439	-587 Descending	 FlightAware ADS-B (LETE)
Thu 17:17:56	40.4722	-8.2249	↙ 209°	429	494	10,142	-625 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:18:26	40.4195	-8.2624	↙ 208°	427	491	9,815	-655 Descending	 FlightAware ADS-B (LPTN)
Thu 17:18:56	40.3674	-8.2994	↙ 209°	423	487	9,487	-632 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:19:26	40.3158	-8.3358	↙ 208°	426	490	9,182	-632 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:19:56	40.2649	-8.3718	↙ 208°	432	497	8,854	-663 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:20:26	40.2110	-8.4097	↙ 208°	422	486	8,519	-655 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:20:56	40.1604	-8.4451	↙ 208°	416	479	8,199	-655 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:21:26	40.1106	-8.4800	↙ 208°	411	473	7,864	-686 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:21:56	40.0594	-8.5157	↙ 207°	409	471	7,513	-672 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:22:15	40.0231	-8.5307	↓ 192°	409	471	7,315	-613 Descending	 FlightAware ADS-B (BJZ / LEBZ)
Thu 17:22:40	39.9778	-8.5307	↓ 177°	408	470	7,064	-547 Descending	 FlightAware ADS-B (OPO / LPPR)
Thu 17:23:11	39.9216	-8.5264	↓ 177°	400	460	6,805	-479 Descending	 FlightAware ADS-B (LPLZ)
Thu 17:23:42	39.8647	-8.5219	↓ 177°	394	453	6,568	-435 Descending	 FlightAware ADS-B (CBP / LPCO)
