Datum;Skolenhetskod;Skolenhetsnamn;Status;Huvudman_PeOrgNr;Huvudman_Namn;Huvudman_Typ;Skolenhet_ValidFrom;Rektorsnamn;Startdatum;Nedlaggningsdatum;AntalElever
2025-01-20;59958745;Sophiaskolan;Aktiv;8388005517;STIFT SOPHIASKOLAN, ÖSTERLENS WALDORFSKOLA;Enskild;2023-06-07;Cecilia Östergren;2013-10-01;;210
2025-01-20;75795368;Söderporten;Vilande;2120000456;NORRKÖPINGS KOMMUN;Kommun;2020-06-03;Linda Hansen;2020-06-01;2020-06-03;
2025-01-20;78103351;Komvux;Aktiv;2120002692;KALIX KOMMUN;Kommun;2024-04-17;Tuija Larsson;2013-10-01;;
2025-01-20;85101052;SFI;Aktiv;2120002692;KALIX KOMMUN;Kommun;2024-04-17;Tuija Larsson;2013-10-01;;
2025-01-20;10443922;Entréskolan Eskilstuna;Aktiv;5568148117;AmiSgo AB;Enskild;2023-09-20;Fredrik Lindhé;2013-10-01;;180
2025-01-20;29585776;Vassbo skola;Aktiv;5564491602;Vassbo Behandlingshem AB;Enskild;2020-06-03;Joakim Gustafsson;2013-10-01;;10
2025-01-20;21778322;Växjö Fria Gymnasium;Aktiv;5565847836;VÄXJÖ FRIA GYMNASIUM AB;Enskild;2024-06-05;Klas Persson;2013-10-01;;580
2025-01-20;70376604;Strömbacka Frigg;Vilande;2120002759;PITEÅ KOMMUN;Kommun;2020-07-31;Åsa Wengelin;2013-10-01;2020-07-31;
2025-01-20;79957690;Norgårdens Grundsärskola;Vilande;2120001397;UDDEVALLA KOMMUN;Kommun;2020-07-01;Christina Almqvist;2016-07-01;2020-07-01;
2025-01-20;27761276;Stråkets förskoleklass;Vilande;2120001397;UDDEVALLA KOMMUN;Kommun;2020-07-01;Louise Eriksson;2018-07-01;2020-07-01;
2025-01-20;56529916;Bäckadalsgymn RO 4;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2024-05-17;Robert Blomqvist;2017-01-01;;280
2025-01-20;41119610;Göranssonska skolan;Aktiv;5563048791;SANDVIK UTBILDNINGSAKTIEBOLAG;Enskild;2024-05-15;Maria Edring;2013-10-01;;200
2025-01-20;60881275;Erik Dahlbergsgymnasiet RO 5;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2023-01-20;Jesper Dahlqvist;2018-07-01;;280
2025-01-20;72232853;Per Brahegymnasiet RO 3;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2023-01-20;Johan Gustafsson Junvik;2013-10-14;;280
2025-01-20;20855811;Väsby Nya Gymnasium;Aktiv;2120000019;UPPLANDS VÄSBY KOMMUN;Kommun;2023-05-23;Homar Kadir;2013-10-01;;560
2025-01-20;25315338;Väsby Vuxenutbildning SFI;Aktiv;2120000019;UPPLANDS VÄSBY KOMMUN;Kommun;2024-05-17;Baharak Saatchilangroudi;2013-10-01;;
2025-01-20;17059719;Åsele Centralskola, SFI;Aktiv;2120002791;ÅSELE KOMMUN;Kommun;2023-09-08;Yvonné Nordlander;2013-10-01;;
2025-01-20;86831724;Igelboda skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Britta Wikman;2013-10-01;;110
2025-01-20;22472689;Jarlabergs skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Åsa Gustafsson;2013-10-01;;110
2025-01-20;21346638;Järla skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Åsa Gustafsson;2013-10-01;;630
2025-01-20;64736967;Västbergaskolan;Aktiv;5565977609;VÄSTBERGASKOLAN AB;Enskild;2023-06-16;Anna-Karin Hellsten;2013-10-01;;680
2025-01-20;14040970;Stavsborgsskolan;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Anne Sjö;2013-10-01;;580
2025-01-20;86937935;Sågtorpsskolan;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Olof Andersson;2013-10-01;;450
2025-01-20;82047013;Älta skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2023-05-02;Anne Sjö;2013-10-01;;460
2025-01-20;79012683;Annerstaskolan;Aktiv;2120000068;HUDDINGE KOMMUN;Kommun;2024-06-20;Yvania Medina Avila;2013-10-01;;280
2025-01-20;14876727;Kunskapsnavet Kalmar kommun;Aktiv;2120000746;KALMAR KOMMUN;Kommun;2024-05-20;Helen Keise;2013-10-01;;
2025-01-20;83756242;Smolmark skola;Vilande;2120001835;ÅRJÄNGS KOMMUN;Kommun;2020-07-31;Mikael Engelbrektsson;2013-10-01;2020-07-31;
2025-01-20;62855448;Nacka Enskilda Gymnasium;Aktiv;5567841977;Nacka Enskilda Gymnasium AB;Enskild;2024-06-05;Roger Svensson;2013-10-01;;150
2025-01-20;40684137;Karlsängskolan;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Monica Aspemyr;2013-10-01;;370
2025-01-20;46194530;Parkskolan;Aktiv;2120002577;STORUMANS KOMMUN;Kommun;2023-12-01;Ia Gårdman;2013-10-01;;80
2025-01-20;55055777;Fagernäs skola;Aktiv;2120002767;BODENS KOMMUN;Kommun;2023-12-06;Jenny Rönnqvist Östlund;2013-10-01;;120
2025-01-20;57649922;Komvux;Aktiv;2120002767;BODENS KOMMUN;Kommun;2023-12-06;Maria Rendahl;2013-10-01;;
2025-01-20;98704682;Svartbjörnsbyns skola;Aktiv;2120002767;BODENS KOMMUN;Kommun;2023-12-06;Anna Thorsson;2013-10-01;;120
2025-01-20;29649408;Älvskolan;Aktiv;2120002767;BODENS KOMMUN;Kommun;2023-12-06;Anna Thorsson;2013-10-01;;20
2025-01-20;21917957;Strandskolan Montessoriföreningen i Kungälv;Aktiv;8533007004;STRANDSKOLAN, MONTESSORIFÖRENINGEN I KUNGÄLV;Enskild;2024-05-27;Helena Adamik;2013-10-01;;220
2025-01-20;22451343;Källskolan;Aktiv;2120002072;NORBERGS KOMMUN;Kommun;2024-07-16;Victoria Åkerlund;2014-07-03;;160
2025-01-20;68358072;Casa Montessori;Aktiv;8572054610;MONTESSORISTIFTELSEN I PARTILLE;Enskild;2023-05-08;Mats Bergdahl;2013-10-01;;170
2025-01-20;47623650;Tyresö kommun särvux;Aktiv;2120000092;TYRESÖ KOMMUN;Kommun;2024-08-21;Carina Frisk;2013-10-01;;
2025-01-20;95659810;Tyresö kommun, SFI;Aktiv;2120000092;TYRESÖ KOMMUN;Kommun;2024-08-21;Carina Frisk;2013-10-01;;
2025-01-20;12302785;Modersmål;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2024-06-05;;2019-01-01;;
2025-01-20;12813506;Ubbhultskolan;Aktiv;2120001504;MARKS KOMMUN;Kommun;2024-06-10;Christina Svensson;2013-10-01;;40
2025-01-20;30361243;Malmö Borgarskola Ro 1;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-06-21;Martin Roth;2013-10-01;;1350
2025-01-20;70200717;Valdemarsro gymnasium;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-06-21;Johan Jakobsson;2014-03-24;;
2025-01-20;93236176;Valdemarsro gymnasium, gysär;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-06-21;Johan Jakobsson;2013-10-01;;
2025-01-20;56594923;Pilkrogs friskola;Aktiv;7696101893;PILKROGS FRISKOLA EK. FÖR.;Enskild;2023-09-21;Maria Meldemo;2013-10-01;;60
2025-01-20;40078624;Harbo skola F-6;Aktiv;2120002049;HEBY KOMMUN;Kommun;2023-05-17;Alexandra Gustafsson;2013-10-01;;100
2025-01-20;86212202;CLL/Gymnasieutbildningen;Vilande;2120002049;HEBY KOMMUN;Kommun;2020-06-30;Camilla Gunnarsson;2013-10-01;2020-06-30;
2025-01-20;40252965;Kinda Lärcentrum, SFI;Vilande;2120000399;KINDA KOMMUN;Kommun;2020-08-01;Karl-Erik Eriksson;2013-10-01;2020-08-01;
2025-01-20;94660328;Kinda lärcentrum;Vilande;2120000399;KINDA KOMMUN;Kommun;2020-08-01;Karl-Erik Eriksson;2013-10-01;2020-08-01;
2025-01-20;87606101;Geneskolan;Aktiv;2120002445;ÖRNSKÖLDSVIKS KOMMUN;Kommun;2024-08-22;Linus Rutegård;2013-10-01;;370
2025-01-20;45295878;Åryds Friskola;Aktiv;8024419700;ÅRYDS FRISKOLA;Enskild;2023-05-25;Mårten Frantzén;2013-10-01;;40
2025-01-20;39555838;Lapplands Gymnasium Jokkmokk;Aktiv;2220000760;LAPPLANDS KOMMUNALFÖRBUND;Kommun;2024-01-10;Eva Öhlund Westerberg;2013-10-01;;70
2025-01-20;37132239;Särvux, komvux, RO15;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Erik Nilsson;2013-10-01;;
2025-01-20;14609593;Modersmålslärare;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2023-05-29;;2017-10-09;;
2025-01-20;66002503;Bergsbyskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2023-12-18;Jessica Bergkvist;2013-10-01;;170
2025-01-20;81577420;Vallsta skola F-6;Aktiv;2120002361;BOLLNÄS KOMMUN;Kommun;2023-05-23;Daniel Johansson;2013-10-01;;80
2025-01-20;71084877;Åsbackaskolan;Aktiv;2021005745;SPECIALPEDAGOGISKA SKOLMYNDIGHETEN;Stat;2024-05-15;Roger Holmström;2013-10-01;;
2025-01-20;71798007;Central grundsärskola Sjungande dalen;Vilande;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2020-06-30;Vik Monika Johansson;2019-08-01;2020-06-30;
2025-01-20;46982235;Sjungande Dalens skola;Vilande;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2020-06-30;Vik. Monika Johansson;2013-10-01;2020-06-30;
2025-01-20;26619765;Karungi skola;Aktiv;2120002775;HAPARANDA KOMMUN;Kommun;2023-04-25;Anders Resin;2013-10-01;;50
2025-01-20;31409065;Nikkala skola;Aktiv;2120002775;HAPARANDA KOMMUN;Kommun;2023-04-25;Anders Resin;2013-10-01;;80
2025-01-20;68499692;Seskarö skola;Aktiv;2120002775;HAPARANDA KOMMUN;Kommun;2023-04-25;Anders Resin;2013-10-01;;20
2025-01-20;86463947;Idkerbergets skola;Vilande;2120002239;BORLÄNGE KOMMUN;Kommun;2020-06-10;Lena Thurin;2013-10-01;2019-12-31;
2025-01-20;35298945;Välkommaskolan Gysär;Vilande;2220000760;LAPPLANDS KOMMUNALFÖRBUND;Kommun;2020-06-30;Mats Johansson;2013-10-01;2020-06-30;
2025-01-20;17178244;ABF/Komvux;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2024-02-13;Edvin Janelöv;2013-10-01;;
2025-01-20;76346579;Skogsduvan Mossebo;Aktiv;7164478328;Skogsduvans Föräldrakooperativ Ekonomisk förening;Enskild;2021-06-07;Benita Adolfsson ;2018-08-01;;
2025-01-20;75091646;Ljungbyhedsskolan;Aktiv;2120000928;KLIPPANS KOMMUN;Kommun;2023-12-01;Chanette Bellander;2013-10-01;;340
2025-01-20;15197976;Prövningar/Vuxenutb.förvalt.;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2023-05-30;Ingemar Hansson;2013-10-14;;
2025-01-20;49898792;Lernia/Vux;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2021-05-27;Vakant;2013-10-01;2019-06-30;
2025-01-20;52988991;Madenskolan;Vilande;2120001439;ALE KOMMUN;Kommun;2020-06-30;Melanie Tippman;2017-07-01;2020-06-30;
2025-01-20;48056871;Hestraskolan;Aktiv;2120000381;YDRE KOMMUN;Kommun;2024-05-16;Camilla Rembsgård;2013-10-01;;40
2025-01-20;61969375;Ydreskolan 1;Aktiv;2120000381;YDRE KOMMUN;Kommun;2024-05-16;Camilla Rembsgård;2015-02-16;;90
2025-01-20;92009678;Gräsö skola;Vilande;2120000290;ÖSTHAMMARS KOMMUN;Kommun;2020-06-30;Richard Boman;2013-10-01;2020-06-30;
2025-01-20;74486554;Marielund- Språkskolan;Aktiv;2120002775;HAPARANDA KOMMUN;Kommun;2023-04-25;Seija Fjellvind;2020-08-01;;230
2025-01-20;61199979;Strandskolan;Vilande;2120001124;MALMÖ KOMMUN;Kommun;2020-06-30;Christin Stigborg;2013-10-01;2020-06-30;
2025-01-20;57548666;Österbyskolan;Aktiv;2120000290;ÖSTHAMMARS KOMMUN;Kommun;2023-05-23;Helena Åsberg;2013-10-01;;370
2025-01-20;75532388;Kyrkskolan;Vilande;2120002411;SUNDSVALLS KOMMUN;Kommun;2020-07-01;Anna-Karin Fors;2013-10-01;2020-07-01;
2025-01-20;61299583;Runsviks skola;Vilande;2120002411;SUNDSVALLS KOMMUN;Kommun;2020-07-01;Mathias Mjörnheim;2013-10-01;2020-07-01;
2025-01-20;32749846;Södermalms skola;Vilande;2120002411;SUNDSVALLS KOMMUN;Kommun;2020-07-01;Malin Grundström;2013-10-01;2020-07-01;
2025-01-20;96111255;Bergs Gymnasiesärskola;Vilande;2120002502;BERGS KOMMUN;Kommun;2020-07-01;Christina Andersson (from 180801);2013-10-01;2020-07-01;
2025-01-20;69244685;Bellevueskolan;Vilande;5565686135;BELLEVUESKOLAN AKTIEBOLAG;Enskild;2020-06-12;Madelen Johansson;2013-10-01;2020-06-12;
2025-01-20;42615925;Fagerhults skola;Aktiv;2120001611;HABO KOMMUN;Kommun;2023-06-13;Åsa Ytterström;2013-10-01;;120
2025-01-20;79878458;Kråkerydskolan;Aktiv;2120001611;HABO KOMMUN;Kommun;2023-05-30;Åsa Ytterström;2013-10-01;;130
2025-01-20;60513602;Tranemo gymnasieskola;Aktiv;2120001462;TRANEMO KOMMUN;Kommun;2024-05-16;Roland Andersson;2018-12-07;;310
2025-01-20;98249908;Tranemo gymnasieskola, komvux;Aktiv;2120001462;TRANEMO KOMMUN;Kommun;2023-03-27;Roland Andersson;2013-10-01;;
2025-01-20;43814639;Tranemo gymnasieskola, SFI;Aktiv;2120001462;TRANEMO KOMMUN;Kommun;2023-03-27;Roland Andersson;2013-10-01;;
2025-01-20;52615785;Eriksbergsskolan;Vilande;2120000134;SOLLENTUNA KOMMUN;Kommun;2020-06-30;Anna Pilebro Bryngelsson;2013-10-01;2020-06-30;
2025-01-20;76332227;Kyrkhedens skola F-3;Aktiv;2120001884;HAGFORS KOMMUN;Kommun;2024-05-30;Daniel Sohl;2014-07-03;;70
2025-01-20;64392595;Råda skola;Aktiv;2120001884;HAGFORS KOMMUN;Kommun;2024-05-30;Daniel Sohl;2013-10-01;;50
2025-01-20;80027750;Dragonskolan IM;Vilande;2120002627;UMEÅ KOMMUN;Kommun;2020-12-31;Susanne Berglund;2018-08-20;2020-12-31;
2025-01-20;21576764;Söderfjärdsskolan;Aktiv;2120002908;VAXHOLMS KOMMUN;Kommun;2023-06-29;Eva Axelsson;2013-10-01;;260
2025-01-20;11442396;Stockholm International Academy Hägersten;Aktiv;5568571748;Mubarak Utbildning AB;Enskild;2024-08-21;Ali Olad;2013-10-01;;190
2025-01-20;83735665;Stockholm International Academy Häggvik;Aktiv;5568571748;Mubarak Utbildning AB;Enskild;2024-08-21;Ali Olad;2014-08-28;;330
2025-01-20;39109900;Vuxenutbildningen i Ovanåker/Svenska för invandrare;Aktiv;2120002304;OVANÅKERS KOMMUN;Kommun;2023-07-11;Åke Lind;2013-10-01;;
2025-01-20;81463393;Malgovik skola;Vilande;2120002601;VILHELMINA KOMMUN;Kommun;2020-06-15;Eva Flodin;2013-10-01;2020-06-15;
2025-01-20;62203772;Nästansjö skola;Vilande;2120002601;VILHELMINA KOMMUN;Kommun;2020-06-15;Eva Flodin;2013-10-01;2020-06-15;
2025-01-20;13678293;Carl Engström vuxenutbildning;Aktiv;2120001173;ESLÖVS KOMMUN;Kommun;2024-05-22;Kristina Buhre;2013-10-01;;
2025-01-20;31397046;Carl Engström vuxenutbildning SFI;Aktiv;2120001173;ESLÖVS KOMMUN;Kommun;2024-05-22;Kristina Buhre;2013-10-01;;
2025-01-20;13488043;Sallerupskolan;Aktiv;2120001173;ESLÖVS KOMMUN;Kommun;2024-05-22;Camilla Lilliehöök;2013-10-01;;320
2025-01-20;83331030;Forshaga Lärcenter LM-stadiet;Aktiv;2120001819;FORSHAGA KOMMUN;Kommun;2023-06-20;Maria Johansson;2013-10-01;;130
2025-01-20;30403490;Ytterlännässkolan;Vilande;2120002429;KRAMFORS KOMMUN;Kommun;2020-06-30;Tuula Milz;2013-10-01;2020-06-30;
2025-01-20;95785072;Skrylleängs Montessoriskola;Aktiv;7696010151;DALBY OCH SÖDRA SANDBY MONTESSORIFÖRENING EK FÖR;Enskild;2024-05-21;Ann-Sofie Snygg Kvernes;2013-10-01;;90
2025-01-20;53133366;Orminge skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Olof Andersson;2013-10-01;;220
2025-01-20;12448823;Vettergymnasiet Jönköping;Aktiv;5567507420;Wetterbygdens Gymnasium AB;Enskild;2023-03-29;Issa Bebinno;2013-10-01;;70
2025-01-20;31463027;Körfältsskolan;Vilande;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2020-06-30;Marjut Svanström;2013-10-01;2020-06-30;
2025-01-20;63887204;Mimergården sär;Vilande;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2020-06-30;Märith Bergström-Isacsson;2013-10-01;2020-06-30;
2025-01-20;24561769;Hemmestaskolan;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2024-08-22;Joakim Wiklund;2013-10-01;;580
2025-01-20;55037934;Furutorpskolan 4-6;Vilande;2120000985;HÄSSLEHOLMS KOMMUN;Kommun;2020-08-03;Annika Persson;2013-10-01;2020-08-03;
2025-01-20;77340618;Västerås Internationella Skola;Aktiv;5566708615;Utbildningsservice i Västerås AB;Enskild;2024-05-23;Louise Pedretti;2013-10-01;;30
2025-01-20;27829033;Runnerydsskolan 2;Aktiv;2120000548;NÄSSJÖ KOMMUN;Kommun;2023-06-14;Charlotta Björnsvik;2013-10-01;;280
2025-01-20;32676873;Lidhults skolan;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2023-10-19;Emilia Rückert Lundgren;2013-10-01;;90
2025-01-20;87414531;Angelstadskolan;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2024-02-27;Marie Henningsson;2013-10-01;;60
2025-01-20;75853223;Åbyskolan 2;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2024-08-21;Faton Gurgurovci;2013-10-01;;220
2025-01-20;21901328;Sunnerbogymnasiet 4;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2023-12-12;Sofie Essestam;2014-01-01;;60
2025-01-20;60214465;Sunnerbogymnasiet 1;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2023-06-22;Agnetha Kvist;2013-10-01;;370
2025-01-20;23372675;IM Jacobsskolan;Vilande;2120000985;HÄSSLEHOLMS KOMMUN;Kommun;2020-08-03;Mikael Lennartsson;2013-10-01;2020-08-03;
2025-01-20;47884009;Mjölby gymnasium 5;Vilande;2120000480;MJÖLBY KOMMUN;Kommun;2020-06-17;Johan Eriksson;2014-03-27;2020-06-14;
2025-01-20;14448619;Nösnäsgymnasiet 3;Aktiv;2120001298;STENUNGSUNDS KOMMUN;Kommun;2023-06-02;Josefin Meral;2013-10-14;;350
2025-01-20;50657064;Nils Fredriksson-utb., SFI;Vilande;2120001074;SVEDALA KOMMUN;Kommun;2020-06-17;Fredrik Aksell;2013-10-01;2020-01-01;
2025-01-20;12546590;Nösnäsgymnasiet 4;Aktiv;2120001298;STENUNGSUNDS KOMMUN;Kommun;2023-06-05;Anna Jillmyr;2013-10-14;;340
2025-01-20;50108759;Nordenbergsskolan 3;Vilande;2120000811;OLOFSTRÖMS KOMMUN;Kommun;2020-08-18;Maarit Kotkamaa;2013-10-01;2020-08-18;
2025-01-20;89816391;Nösnäsgymnasiet 2;Aktiv;2120001298;STENUNGSUNDS KOMMUN;Kommun;2023-06-02;Cecilia Kjerstadius;2013-10-14;;380
2025-01-20;28803215;Kapareskolan A-D;Aktiv;2120001256;KUNGSBACKA KOMMUN;Kommun;2023-12-05;Carl-Daniel Cregård;2013-10-01;;270
2025-01-20;55017747;Kollaskolan 4-6;Aktiv;2120001256;KUNGSBACKA KOMMUN;Kommun;2023-12-05;Malin Johansson;2013-10-01;;190
2025-01-20;55024806;Hasslerörs skola;Aktiv;2120001686;MARIESTADS KOMMUN;Kommun;2023-05-17;Kajsa-Stina Helmersson;2013-10-01;;60
2025-01-20;57260659;Lyrestads skola;Aktiv;2120001686;MARIESTADS KOMMUN;Kommun;2023-05-17;Kajsa-Stina Helmersson;2013-10-01;;100
2025-01-20;75372005;Hällaryds skola;Aktiv;2120000845;KARLSHAMNS KOMMUN;Kommun;2023-06-08;Malin Grankvist;2013-10-01;;80
2025-01-20;83380643;Sternöskolan;Aktiv;2120000845;KARLSHAMNS KOMMUN;Kommun;2023-06-08;Malin Grankvist;2013-10-01;;110
2025-01-20;89878714;Norrevångskolan;Aktiv;2120000845;KARLSHAMNS KOMMUN;Kommun;2023-06-08;Jenny Altin;2013-10-01;;230
2025-01-20;98037942;Kollaskolan F-3;Vilande;2120001256;KUNGSBACKA KOMMUN;Kommun;2020-06-30;Lena Asp;2013-10-01;2020-06-30;
2025-01-20;64856695;Stölletskolan;Aktiv;2120001777;TORSBY KOMMUN;Kommun;2023-12-01;Madelene Cicek;2013-10-01;;20
2025-01-20;47439992;Kristinebergsskolan 3;Vilande;2120001587;ÅMÅLS KOMMUN;Kommun;2020-06-30;Kristina Fransson;2018-08-01;2020-06-30;
2025-01-20;16772632;Älvsåkersskolan F-3;Vilande;2120001256;KUNGSBACKA KOMMUN;Kommun;2020-06-30;Madeleine Strasek;2013-10-01;2020-06-30;
2025-01-20;98781765;Jämtlands Gymn, Fyrvalla 3B;Vilande;2220001636;JÄMTLANDS GYMNASIEFÖRBUND;Kommun;2020-06-30;Kjell-Åke Skoog;2013-10-01;2020-06-30;
2025-01-20;64411379;Jämtlands Gymn, Bräcke 4B;Vilande;2220001636;JÄMTLANDS GYMNASIEFÖRBUND;Kommun;2020-06-30;Maria Eliasson;2013-10-01;2020-06-30;
2025-01-20;80720848;Jämtlands Vux Bräcke;Aktiv;2220001636;JÄMTLANDS GYMNASIEFÖRBUND;Kommun;2023-09-19;Britt-Marie Åreng;2013-10-01;;
2025-01-20;43362941;Jämtlands Gymn, Wången;Aktiv;2220001636;JÄMTLANDS GYMNASIEFÖRBUND;Kommun;2023-06-14;Elisabeth Englund;2013-10-01;;80
2025-01-20;85060217;Ammarnäs skola;Aktiv;2120002585;SORSELE KOMMUN;Kommun;2024-05-21;Laila Vesterberg;2013-10-01;;20
2025-01-20;23923676;Blattnicksele skola;Aktiv;2120002585;SORSELE KOMMUN;Kommun;2023-11-10;Laila Vesterberg;2013-10-01;;30
2025-01-20;57355328;Byskolan F-3;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Susanne Berndtros;2014-07-01;2020-06-30;
2025-01-20;85684011;Gunnesboskolan F-6;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Pernilla Vesterlund;2014-07-04;2020-06-30;
2025-01-20;84629961;Killebäckskolan 4-6;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Pär Jonsson;2014-07-01;2020-06-30;
2025-01-20;91303125;Lerbäckskolan 4-6;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Ann-Marie Jannesson Elias;2014-07-04;2020-06-30;
2025-01-20;90208066;Lerbäckskolan F-3;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Cecilia Strid;2014-07-04;2020-06-30;
2025-01-20;20249498;Nyvångskolan 4-6;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Linda Johansson;2014-07-01;2020-06-30;
2025-01-20;60797946;Nyvångskolan F-3;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Peter Nilsson;2014-07-01;2020-06-30;
2025-01-20;63278471;Svaleboskolan 4-6;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Corinne Bonder;2014-07-01;2020-06-30;
2025-01-20;96174004;Svaleboskolan F-3;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Christina Persson;2014-07-01;2020-06-30;
2025-01-20;37970295;Uggleskolan F-3;Vilande;2120001132;LUNDS KOMMUN;Kommun;2020-06-30;Lars Lundgren;2014-07-01;2020-06-30;
2025-01-20;48911259;S-Kästaskolan;Vilande;2120000068;HUDDINGE KOMMUN;Kommun;2020-06-18;Vakant;2019-05-01;2020-06-18;
2025-01-20;55260552;Tibro kompetenscenter - gymnasiesärskola och elevhälsa;Vilande;2120001660;TIBRO KOMMUN;Kommun;2020-06-30;Mariethe Magnehed;2013-10-01;2020-06-30;
2025-01-20;84789385;Tibro kompetenscenter - SFI;Vilande;2120001660;TIBRO KOMMUN;Kommun;2020-07-04;Mariethe Magnehed;2013-10-01;2020-07-04;
2025-01-20;34671510;Gällö skola;Aktiv;2120002460;BRÄCKE KOMMUN;Kommun;2023-12-15;Katarina Jorderud Strandberg;2013-10-01;;260
2025-01-20;33964301;Tibro kompetenscenter - särskild utbildning för vuxna;Vilande;2120001660;TIBRO KOMMUN;Kommun;2020-07-04;Mariethe Magnehed;2013-10-01;2020-07-04;
2025-01-20;99636909;Torskolan H;Aktiv;2120000696;TORSÅS KOMMUN;Kommun;2024-05-15;Mikael Espelund;2013-10-01;;200
2025-01-20;98761080;Dädesjö skola;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2023-04-03;Linda Erlandsson;2013-10-01;;20
2025-01-20;89149179;Modersmålsenheten;Aktiv;2120001694;LIDKÖPINGS KOMMUN;Kommun;2023-06-13;;2017-08-21;;
2025-01-20;14119849;Huaröds skola;Vilande;2120000951;KRISTIANSTADS KOMMUN;Kommun;2020-07-31;Catarina Johannesson;2013-10-01;2020-07-31;
2025-01-20;10129345;Luleå gymnasieskola, skolenhet B;Aktiv;2120002742;LULEÅ KOMMUN;Kommun;2024-05-16;Camilla Millgård;2013-10-01;;380
2025-01-20;46319044;Mariedalskolan F-3;Aktiv;2120001538;VÄNERSBORGS KOMMUN;Kommun;2023-06-12;Anna Edensvärd;2019-08-05;;200
2025-01-20;82223639;Kälarne skola;Aktiv;2120002460;BRÄCKE KOMMUN;Kommun;2023-05-24;Eva Kvist;2013-10-01;;80
2025-01-20;77763178;Kvarnskolan;Aktiv;2120000043;JÄRFÄLLA KOMMUN;Kommun;2023-05-22;Gunilla Yggmark;2013-10-01;;430
2025-01-20;99537996;Nybergskolan;Vilande;2120000043;JÄRFÄLLA KOMMUN;Kommun;2020-06-30;Carina Abrahamsson;2013-10-01;2020-06-30;
2025-01-20;36519886;Hackebackeskolan;Aktiv;2120000613;LESSEBO KOMMUN;Kommun;2023-06-13;Amra Zulic;2013-10-01;;250
2025-01-20;82150561;Björkskolan;Aktiv;2120000613;LESSEBO KOMMUN;Kommun;2023-06-13;Roger Wisberg;2013-10-01;;50
2025-01-20;66379524;Lustigkulla skola;Aktiv;2120000613;LESSEBO KOMMUN;Kommun;2023-06-13;Roger Wisberg;2013-10-01;;50
2025-01-20;22198952;Komvux Malmö Kungsgatan 44 SFI Ro 6;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-06-07;Josephine Herslow;2018-07-01;;
2025-01-20;87368888;Komvux Malmö Kungsgatan 44 SFI Ro 8;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-06-07;Annika Adolfsson;2018-07-01;;
2025-01-20;38820752;Komvux Malmö Rönnen SFI Ro 9;Vilande;2120001124;MALMÖ KOMMUN;Kommun;2020-06-30;Marie Norking;2013-10-01;2020-06-30;
