municipalityId,municipalityCode,name,email,domain,server,siteVisionDetected,cms,slug,landAreaSquareKilometers,waterAreaSquareKilometers,numberOfVendorInvoices,lastUpdatedAtUtc,bank,excessLiquidityPlaced,municipalityType,municipalityRegistrationNumber
146,1430,Munkedal,kommun@munkedal.se,munkedal.se,,False,Sitevision,munkedal,633.99,41.02,0,2023-11-20T12:53:58,Nordea,Har inget överkott,0,2120001330
147,1762,Munkfors,kommun@munkfors.se,munkfors.se,nginx,False,,munkfors,141.58,6.39,15078,2023-11-20T12:53:58,,,0,2120001801
148,1481,Mölndal,kontakt@molndal.se,molndal.se,,True,Sitevision,molndal,145.88,6.44,191580,2023-11-20T12:53:58,Swedbank,Har inget överskott,0,2120001363
149,0861,Mönsterås,kommun@monsteras.se,monsteras.se,nginx/1.20.1,False,Wordpress,monsteras,598.88,342.75,41423,2023-11-20T12:53:58,Häradssparbanken i Mönsterås,"Affärskonto 3,7%. Kalmars pensionsförvaltning men gör inga nyplaceringar här.",0, 2120001926
150,0840,Mörbylånga,kommun@morbylanga.se,morbylanga.se,LiteSpeed,False,Wordpress,morbylanga,666.35,2371.46,58153,2023-11-20T12:53:58,Swedank,Har sällan överksott men affärskonto med ränta baserat på VECI/VECU,0,2120000704
151,0182,Nacka,info@nacka.se,nacka.se,cloudflare,False,Optimizely CMS,nacka,94.78,33.9,231540,2023-11-20T12:53:58,,,0,2120000167
152,1884,Nora,nora.kommun@nora.se,nora.se,,False,Sitevision,nora,618.59,72.23,28238,2023-11-20T12:53:58,Sparbank i Nora,Affärskonto med ränta,0, 2120002007
153,1962,Norberg,info@norberg.se,norberg.se,,True,Sitevision,norberg,417.83,29.87,10322,2023-11-20T12:53:58,,,0,2120002072
154,2132,Nordanstig,kommun@nordanstig.se,nordanstig.se,,True,Sitevision,nordanstig,1370.06,1156.46,28622,2023-11-20T12:53:58,Nordea,"Räntefond Nordea Statega Ränta övrig likviditet finns på affärskonto ca 3,5% ränta",0,2120002312
155,2401,Nordmaling,kommun@nordmaling.se,nordmaling.se,,False,Sitevision,nordmaling,1230.66,1278.2,0,2023-11-20T12:53:58,,,0, 2120002536
156,0581,Norrköping,norrkoping.kommun@norrkoping.se,norrkoping.se,,True,Sitevision,norrkoping,1494.71,552.94,394107,2023-11-20T12:53:58,SEB,"Placeras med ränta 3,9%",0,2120000456
157,0188,Norrtälje,kontaktcenter@norrtalje.se,norrtalje.se,Microsoft-IIS/8.0,False,Optimizely CMS,norrtalje,2015.09,4015.33,95773,2023-11-20T12:53:58,,,0,2120000217
158,2417,Norsjö,info@norsjo.se,norsjo.se,nginx,False,Wordpress,norsjo,1739.13,184.43,0,2023-11-20T12:53:58,,,0,2120002858
159,0881,Nybro,kommun@nybro.se,nybro.se,LiteSpeed,False,Wordpress,nybro,1171.72,29.96,90549,2023-11-20T12:53:58,Swedbank,Har inget överskott,0,2120000753
160,0140,Nykvarn,servicecenter@nykvarn.se,nykvarn.se,,True,Sitevision,nykvarn,152.68,24.3,0,2023-11-20T12:53:58,Swedbank,Korta ränteplaceringar då de ger mer än på bankkonto,0,2120002999
161,0480,Nyköping,kommun@nykoping.se,nykoping.se,,False,Optimizely,nykoping,1418.73,647.68,0,2023-11-20T12:53:58,,,0,2120002940
162,0192,Nynäshamn,kommunstyrelsen@nynashamn.se,nynashamn.se,,True,Sitevision,nynashamn,357.33,944.07,0,2023-11-20T12:53:58,Nordea,Konto med intäktsränta ca 4%,0, 2120000233
163,0682,Nässjö,kommunstyrelsen@nassjo.se,nassjo.se,,False,Sitevision,nassjo,930.17,58.33,109208,2023-11-20T12:53:58,Swedbank,"Räntebärande konto ca 3,80%",0,2120000548
164,2101,Ockelbo,kommun@ockelbo.se,ockelbo.se,Microsoft-IIS/10.0,False,,ockelbo,1064.69,64.26,27188,2023-11-20T12:53:58,,,0,2120002288
165,1060,Olofström,medborgarcenter@olofstrom.se,olofstrom.se,,True,Sitevision,olofstrom,389.76,23.66,50005,2023-11-20T12:53:58,,,0,2120000811
166,2034,Orsa,orsa.kommun@orsa.se,orsa.se,,True,Sitevision,orsa,1730.73,66.65,30089,2023-11-20T12:53:58,Nordea,Korträntefond,0,2120002189
167,1421,Orust,kommun@orust.se,orust.se,,True,Sitevision,orust,386.5,496.8,59247,2023-11-20T12:53:58,Orust Sparbank,"Affärskonto med ca 3,8% ränta",0,2120001314
168,1273,Osby,kommun@osby.se,osby.se,,True,Sitevision,osby,575.28,23.56,46807,2023-11-20T12:53:58,Sparbanken Skåne,har inget överskott,0,2120000902
169,0882,Oskarshamn,kommunen@oskarshamn.se,oskarshamn.se,Microsoft-IIS/8.5,False,Episerver,oskarshamn,1045.69,1232.45,58069,2023-11-20T12:53:58,Nordea,Placeras hos Nordea dikretionär förvaltning,0,2120000761
170,2121,Ovanåker,kommun@ovanaker.se,ovanaker.se,,False,Sitevision,ovanaker,1873.32,143.66,35280,2023-11-20T12:53:58,Nordea,Affärskonto,0,2120002304
171,0481,Oxelösund,kommun@oxelosund.se,oxelosund.se,,True,Sitevision,oxelosund,34.97,710.95,16969,2023-11-20T12:53:58,Sörmlands Sparbank,"Veci 20 msek med inlåningsränta därefter -0,1%",0,2120000324
172,2521,Pajala,kommun@pajala.se,pajala.se,,False,Umbraco,pajala,7839.79,211.09,23202,2023-11-20T12:53:58,Sparbanken Nord,"Har sälln överskott, det som finns är på bankkonto med ränta",0,2120002718
173,1402,Partille,kundcenter@partille.se,partille.se,cloudflare,False,Optimizely CMS,partille,56.82,2.16,99868,2023-11-20T12:53:58,,,0,2120001272
174,1275,Perstorp,kommunhuset@perstorp.se,perstorp.se,,False,Sitevision,perstorp,158.85,3.18,26931,2023-11-20T12:53:58,Swedbank,Likviditetsplacering genom Söderberg & Partner,0, 2120000910
175,2581,Piteå,medborgarservice@pitea.se,pitea.se,,False,,pitea,3086.12,1554.58,151480,2023-11-20T12:53:58,,,0,2120002759
176,2303,Ragunda,kundcenter@ragunda.se,ragunda.se,,True,Sitevision,ragunda,2510.89,122.02,0,2023-11-20T12:53:58,Swedbank,"Barnkonto med ränta ca 3,86%",0,2120002452
177,2409,Robertsfors,kommun@robertsfors.se,robertsfors.se,Apache/2.4.46 (Unix) OpenSSL/1.1.1d PHP/7.4.16,False,Wordpress,robertsfors,1292.33,1078.71,21018,2023-11-20T12:53:58,,,0,2120002551
178,1081,Ronneby,stadshuset@ronneby.se,ronneby.se,,True,Sitevision,ronneby,825.16,416.89,100527,2023-11-20T12:53:58,Nordea,"På koncernvalutakontot, inlåningsränta NSSi vecka -0,10%",0,2120000837
179,2031,Rättvik,kommun@rattvik.se,rattvik.se,,True,Sitevision,rattvik,1920.78,218.33,34307,2023-11-20T12:53:58,,,0,5566920152
180,1981,Sala,kommun.info@sala.se,sala.se,Microsoft-IIS/10.0,False,Catalog Manager,sala,1166.87,37.54,81310,2023-11-20T12:53:58,Sala Sparbank,Har sällan överskott,0,2120002098
181,0128,Salem,info@salem.se,salem.se,Microsoft-IIS/8.5,False,Optimizely CMS,salem,54.1,16.99,0,2023-11-20T12:53:58,Swedbank,Ingen placering och ingen intäktsränta.,0,2120002874
182,2181,Sandviken,medborgarservice@sandviken.se,sandviken.se,,True,Sitevision,sandviken,1165.57,131.0,74355,2023-11-20T12:53:58,,,0,2120002346
183,0191,Sigtuna,kontaktcenter@sigtuna.se,sigtuna.se,,True,Sitevision,sigtuna,327.66,22.59,110227,2023-11-20T12:53:58,Nordea,"Bankkonto med rörlig ränta med tillägg om 0,5% idag 4,404%",0,2120000225
184,1291,Simrishamn,kontakt@simrishamn.se,simrishamn.se,Microsoft-IIS/10.0,False,Wordpress,simrishamn,392.29,862.6,0,2023-11-20T12:53:58,Sparbanken Skåne,Bankkonto med räntevillkor VECI ränta ca 4%,0,2120000969
185,1265,Sjöbo,kommun@sjobo.se,sjobo.se,,False,Sitevision,sjobo,491.79,14.8,23509,2023-11-20T12:53:58,,,0,2120001090
186,1495,Skara,skara.kommun@skara.se,skara.se,,False,Sitevision,skara,428.49,20.21,97003,2023-11-20T12:53:58,Sparbanken Skaraborg,,0,2120001702
187,2482,Skellefteå,kundtjanst@skelleftea.se,skelleftea.se,,True,Sitevision,skelleftea,6802.33,3142.63,237329,2023-11-20T12:53:58,Nordea,Affärskonto med intäktsränta i andra hand placeras det i räntefonder,0,2120002643
188,1904,Skinnskatteberg,kommun@skinnskatteberg.se,skinnskatteberg.se,nginx,False,Wordpress,skinnskatteberg,659.39,58.77,18792,2023-11-20T12:53:58,,,0,2120002023
189,1264,Skurup,kansli@skurup.se,skurup.se,Apache,False,,skurup,193.42,318.18,49497,2023-11-20T12:53:58,Skurup Sparbank,Koncernkonto ränta enl VECI,0,2120001082
190,1496,Skövde,skovdekommun@skovde.se,skovde.se,Microsoft-IIS/8.5,False,Optimizely CMS,skovde,673.6,11.46,284364,2023-11-20T12:53:58,Swedbank,Räntefonder med Swedbank Robur Fonder. På affärskontot har man inlåningsvillkor VECI.,0,2120001710
191,2061,Smedjebacken,kommun@smedjebacken.se,smedjebacken.se,,True,Sitevision,smedjebacken,947.99,109.83,42852,2023-11-20T12:53:58,Norrbärke Sparbank,Affärskonto utan ränta,0,2120002205
192,2283,Sollefteå,kommun@solleftea.se,solleftea.se,,False,Sitevision,solleftea,5396.59,364.23,0,2023-11-20T12:53:58,Swedbank,"Ökade pensionsutbetalningar, återställning av deponi i ränte- och aktiefonder,",0,2120002437
193,0163,Sollentuna,kontaktcenter@sollentuna.se,sollentuna.se,cloudflare,False,Optimizely CMS,sollentuna,52.61,5.35,80115,2023-11-20T12:53:58,Swedbank,Affärskonto med fast ränta enl VECI,0,2120000134
194,0184,Solna,kontaktcenter@solna.se,solna.se,,True,Sitevision,solna,19.27,2.38,131135,2023-11-20T12:53:58,,,0,2120000183
195,2422,Sorsele,kommun@sorsele.se,sorsele.se,,False,Umbraco,sorsele,7366.62,591.32,0,2023-11-20T12:53:58,Swedbank,Affärskonto utan intäktsränta,0,2120002585
196,1427,Sotenäs,info@sotenas.se,sotenas.se,,False,Sitevision,sotenas,138.2,546.38,37647,2023-11-20T12:53:58,Nordea,Affärskonto med ränta,0,2120001322
197,1230,Staffanstorp,kommunen@staffanstorp.se,staffanstorp.se,nginx,False,WordPress med plattformen Municipio,staffanstorp,106.81,0.5,20747,2023-11-20T12:53:58,Sparbanken Skåne,Räntekonton,0,2120001017
198,1415,Stenungsund,kommun@stenungsund.se,stenungsund.se,,True,Sitevision,stenungsund,251.83,49.23,63197,2023-11-20T12:53:58,,,0,2120001298
199,0180,Stockholm,kontaktcenter@stockholm.se,stockholm.se,,False,Optimizely CMS,stockholm,187.21,27.4,489858,2023-11-20T12:53:58,,,0,2120000142
200,1760,Storfors,storfors.kommun@storfors.se,storfors.se,,True,Sitevision,storfors,391.72,81.04,13764,2023-11-20T12:53:58,,,0,2120001785
201,2421,Storuman,ks@storuman.se,storuman.se,Microsoft-IIS/8.0,False,EpiServer,storuman,7298.82,935.58,26404,2023-11-20T12:53:58,Swedbank,"Affärskonto med Ränta 3,69%",0,2120002577
202,0486,Strängnäs,kontaktcenter@strangnas.se,strangnas.se,,True,Sitevision,strangnas,739.34,235.75,70319,2023-11-20T12:53:58,Sparbanken Rekarne AB,"Räntekonto 3,8%, räntefonder och obligationer.",0,2120000365
203,1486,Strömstad,kommun@stromstad.se,stromstad.se,,True,Sitevision,stromstad,467.5,484.57,53578,2023-11-20T12:53:58,Nordea,"Affärskonto med ränta ca 3,9%",0,2120001405
204,2313,Strömsund,kommun@stromsund.se,stromsund.se,,False,Sitevision,stromsund,10464.24,1316.35,50961,2023-11-20T12:53:58,,,0,2120002486
205,0183,Sundbyberg,kommunstyrelsen@sundbyberg.se,sundbyberg.se,,True,Sitevision,sundbyberg,8.68,0.11,0,2023-11-20T12:53:58,,,0,2120000175
206,2281,Sundsvall,sundsvalls.kommun@sundsvall.se,sundsvall.se,,True,Sitevision,sundsvall,3189.14,1256.72,234723,2023-11-20T12:53:58,,,0,2120002411
207,1766,Sunne,kommun@sunne.se,sunne.se,BigIP,False,,sunne,1287.98,160.27,44714,2023-11-20T12:53:58,Fryksdalens Sparbank,"Transaktionskonto med intäktsränta 4,24%",0,2120001843
208,1907,Surahammar,kommunen@surahammar.se,surahammar.se,,True,Sitevision,surahammar,343.91,25.08,0,2023-11-20T12:53:58,,,0,2120002031
209,1214,Svalöv,info@svalov.se,svalov.se,,True,Sitevision,svalov,386.77,1.85,31834,2023-11-20T12:53:58,,,0,2120000993
210,1263,Svedala,kommunen@svedala.se,svedala.se,Microsoft-IIS/10.0,False,EIP Server,svedala,217.71,9.4,90988,2023-11-20T12:53:58,Swedbank,Affärskonto med ränta Veci,0,2120001074
211,1465,Svenljunga,kommun@svenljunga.se,svenljunga.se,,False,Sitevision,svenljunga,919.65,67.49,45248,2023-11-20T12:53:58,Sparbanken Sjuhärad,"Bankkonto med ränta ca 3,84%",0,2120001512
212,1785,Säffle,kommun@saffle.se,saffle.se,,True,Sitevision,saffle,1221.34,1276.17,0,2023-11-20T12:53:58,,,0,2120001900
213,2082,Säter,kommun@sater.se,sater.se,nginx,False,Wordpress,sater,570.31,54.18,36365,2023-11-20T12:53:58,Swedbank,Har ingen likviditetsöverskott,0,2120002247
214,0684,Sävsjö,kommun@savsjo.se,savsjo.se,,False,Sitevision,savsjo,678.95,50.28,70499,2023-11-20T12:53:58,,,0,2120000563
215,2182,Söderhamn,kundtjanst@soderhamn.se,soderhamn.se,,False,Sitevision,soderhamn,1059.42,1226.54,20000,2023-11-20T12:53:58,Swedbank,Transaktionskonto utan ränta. Saldo är ofta negativt.,0,2120002353
216,0582,Söderköping,kommun@soderkoping.se,soderkoping.se,Microsoft-IIS/10.0,False,Optimizely,soderkoping,673.46,652.41,85842,2023-11-20T12:53:58,Swebank,"Affärskonto med ränta ca 3,73%",0, 2120000464
217,0181,Södertälje,kontaktcenter@sodertalje.se,sodertalje.se,cloudflare,False,Optimizely CMS,sodertalje,524.0,170.24,0,2023-11-20T12:53:58,Nordea,,0,2120000159
218,1083,Sölvesborg,info@solvesborg.se,solvesborg.se,,True,Sitevision,solvesborg,185.26,922.39,43345,2023-11-20T12:53:58,Sälvesborg-Mjällby Sparbank,Bankkonto med intäktsränta,0,2120000852
219,1435,Tanum,kommun@tanum.se,tanum.se,,True,Sitevision,tanum,917.18,1433.24,51666,2023-11-20T12:53:58,Sparbanken Tanum,Konto med avtalad intäktsränta,0,2120001348
220,1472,Tibro,kommun@tibro.se,tibro.se,Microsoft-IIS/10.0,False,Optimizely CMS,tibro,219.8,15.4,37704,2023-11-20T12:53:58,,,0,2120001660
221,1498,Tidaholm,kontakt@tidaholm.se,tidaholm.se,,True,Sitevision,tidaholm,517.96,4.99,41489,2023-11-20T12:53:58,,,0, 2120001736
222,0360,Tierp,medborgarservice@tierp.se,tierp.se,,False,Sitevision,tierp,1540.0,1038.45,45605,2023-11-20T12:53:58,Nordea,Transaktionskonto med ränta enligt NSSI stibor,0,2120000266
223,2262,Timrå,timra.kommun@timra.se,timra.se,,False,Sitevision,timra,783.16,451.2,53428,2023-11-20T12:53:58,,,0,2120002395
224,0763,Tingsryd,daniel.gustafsson@tingsryd.se,tingsryd.se,LiteSpeed,False,Wordpress,tingsryd,1044.54,162.71,60555,2023-11-20T12:53:58,,,0, 2120000621
225,1419,Tjörn,kommun@tjorn.se,tjorn.se,,True,Sitevision,tjorn,167.35,675.28,31071,2023-11-20T12:53:58,,,0,2120001306
226,1270,Tomelilla,kommun@tomelilla.se,tomelilla.se,Apache,False,TYPO3,tomelilla,396.02,1.5,55829,2023-11-20T12:53:58,Sparbanken Skåne,"Bankkonto 3,84%",0,2120000886
227,1737,Torsby,torsby.kommun@torsby.se,torsby.se,,True,Sitevision,torsby,4162.26,195.07,41609,2023-11-20T12:53:58,,,0,2120001777
228,0834,Torsås,info@torsas.se,torsas.se,nginx,False,Wordpress,torsas,468.45,136.78,16266,2023-11-20T12:53:58,,,0,2120000696
229,1452,Tranemo,kommun@tranemo.se,tranemo.se,Apache,False,Wordpress,tranemo,741.18,37.3,45948,2023-11-20T12:53:58,Sparbanken Tranemo,Fast ränta ca 4% + fonder + obligationer,0,2120001462
230,0687,Tranås,tranas.kommun@tranas.se,tranas.se,,False,Sitevision,tranas,402.57,35.16,53422,2023-11-20T12:53:58,Nordea,Placerade i räntefonder,0,2120000597
231,1287,Trelleborg,kundtjanst@trelleborg.se,trelleborg.se,nginx,False,Gatsby,trelleborg,340.0,836.64,166836,2023-11-20T12:53:58,,,0,2120001199
232,1488,Trollhättan,kontaktcenter@trollhattan.se,trollhattan.se,Microsoft-IIS/10.0,False,,trollhattan,409.63,18.08,172945,2023-11-20T12:53:58,,,0,2120001546
233,0488,Trosa,trosa@trosa.se,trosa.se,nginx,False,Gatsby,trosa,209.16,455.6,42017,2023-11-20T12:53:58,,,0,2120002957
234,0138,Tyresö,kommun@tyreso.se,tyreso.se,,True,Sitevision,tyreso,69.18,31.5,124193,2023-11-20T12:53:58,,,0, 2120000092
235,0160,Täby,kc@taby.se,taby.se,cloudflare,False,Optimizely CMS,taby,60.69,10.53,87703,2023-11-20T12:53:58,Nordea,Koncernkonto,0,2120000118
236,1473,Töreboda,kommunen@toreboda.se,toreboda.se,,True,Sitevision,toreboda,540.69,50.45,26010,2023-11-20T12:53:58,,,0,2120001678
237,1485,Uddevalla,kommunen@uddevalla.se,uddevalla.se,,True,Sitevision,uddevalla,637.63,94.46,181724,2023-11-20T12:53:58,,,0,2120001397
238,1491,Ulricehamn,kommun@ulricehamn.se,ulricehamn.se,Apache,False,Wordpress,ulricehamn,1045.86,70.85,74202,2023-11-20T12:53:58,Ulircehamn Sparbank,Koncernkonto med ränta på 4%,0,2120001579
239,2480,Umeå,umea.kommun@umea.se,umea.se,,False,Sitevision,umea,2316.69,2960.56,394172,2023-11-20T12:53:58,,,0,2120002627
240,0114,Upplands Väsby,vasbydirekt@upplandsvasby.se,upplandsvasby.se,,False,Sitevision,upplands-vasby,75.0,8.81,85975,2023-11-20T12:53:55,Nordea,Konto med intäktsränta enlig NSSI. NSSI är kopplad till Stibor,0,2120000019
241,0139,Upplands-Bro,kommun@upplands-bro.se,upplands-bro.se,,True,Sitevision,upplands-bro,235.3,89.93,67726,2023-11-20T12:53:58,Sparbanken i Enköping,"Affärskonto med intäktsränta ca 3,79%",0,2120000100
242,0380,Uppsala,uppsala.kommun@uppsala.se,uppsala.se,Microsoft-IIS/10.0,False,Optimizely CMS,uppsala,2182.31,52.03,444622,2023-11-20T12:53:58,Nordea,Inlåningskonto med ca 4%,0,2120003005
243,0760,Uppvidinge,info@uppvidinge.se,uppvidinge.se,,True,Sitevision,uppvidinge,1171.84,54.82,28761,2023-11-20T12:53:58,,,0, 2120000605
244,0584,Vadstena,vadstena.kommun@vadstena.se,vadstena.se,nginx,False,Wordpress,vadstena,191.6,221.67,40319,2023-11-20T12:53:58,,,0,2120002825
245,0665,Vaggeryd,info@vaggeryd.se,vaggeryd.se,,False,Sitevision,vaggeryd,824.89,33.27,59721,2023-11-20T12:53:58,Handelsbanken,Affärskonto med intäktsränta,0,2120000522
246,0563,Valdemarsvik,kommun@valdemarsvik.se,valdemarsvik.se,nginx,False,Wordpress,valdemarsvik,733.63,1316.66,0,2023-11-20T12:53:58,,,0,2120000431
247,0115,Vallentuna,kommun@vallentuna.se,vallentuna.se,,False,Episerver,vallentuna,357.73,10.73,59863,2023-11-20T12:53:58,Nordea Stockholm,Bankkonto med ränta NSSI,0,2120000027
248,2021,Vansbro,vansbro.kommun@vansbro.se,vansbro.se,,True,Sitevision,vansbro,1540.03,117.29,0,2023-11-20T12:53:58,Swedbank,Bankkonto enlig Veci/Vecu,0,2120002130
249,1470,Vara,vara.kommun@vara.se,vara.se,,False,Sitevision,vara,696.86,3.79,57142,2023-11-20T12:53:58,Sparbanken Skaraborg,Koncernkonto mot referensränta,0,2120002924
250,1383,Varberg,varbergdirekt@varberg.se,varberg.se,,True,Sitevision,varberg,868.61,834.73,269607,2023-11-20T12:53:58,Nordea,"Transaktionskonto med 3,9%",0,2120001249
251,0187,Vaxholm,kansliet@vaxholm.se,vaxholm.se,,True,Sitevision,vaxholm,57.63,49.44,24919,2023-11-20T12:53:58,Swedbank,"Bankkonto med intäktsränta ca 3,84%",0,2120002908
252,1233,Vellinge,vellinge.kommun@vellinge.se,vellinge.se,Microsoft-IIS/10.0,False,Optimizely CMS,vellinge,142.65,565.32,62310,2023-11-20T12:53:58,Swedbank,Inget placeras.,0,2120001033
253,0685,Vetlanda,kommun@vetlanda.se,vetlanda.se,,False,Sitevision,vetlanda,1500.27,100.15,100439,2023-11-20T12:53:58,Swedbank,"Bankkonto med 3,84% ränta. Viss del ligger hos SBAB med ränta 3,5%",0,2120000571
254,2462,Vilhelmina,info@vilhelmina.se,vilhelmina.se,Microsoft-IIS/10.0,False,Umbraco,vilhelmina,8047.22,693.49,0,2023-11-20T12:53:58,Swedbank,"Ränta på affärskonto som uppgår till 3,7%",0, 2120002601
255,0884,Vimmerby,kommun@vimmerby.se,vimmerby.se,,True,Sitevision,vimmerby,1140.15,79.66,45486,2023-11-20T12:53:58,Nordea,Bankkonto utan ränta har lite besbaringar,0,2120000787
256,2404,Vindeln,vindelns.kommun@vindeln.se,vindeln.se,,False,Sitevision,vindeln,2630.12,216.87,24177,2023-11-20T12:53:58,,,0,2120002544
257,0428,Vingåker,kommun@vingaker.se,vingaker.se,Apache,False,Wordpress,vingaker,370.31,69.13,26790,2023-11-20T12:53:58,,,0,2120000308
258,1442,Vårgårda,kommunen@vargarda.se,vargarda.se,Apache,False,Sitevision,vargarda,426.6,14.64,43157,2023-11-20T12:53:58,Sparbanken Alingsås,Bankkonto,0,2120001454
259,1487,Vänersborg,kommun@vanersborg.se,vanersborg.se,,False,Sitevision,vanersborg,643.95,254.87,122521,2023-11-20T12:53:58,,,0,2120001538
260,2460,Vännäs,vannas.kommun@vannas.se,vannas.se,,False,Sitevision,vannas,529.51,24.18,41640,2023-11-20T12:53:58,Swedbank,"Koncernkonto med ca 3,59% ränta",0,2120002841
261,0120,Värmdö,varmdo.kommun@varmdo.se,varmdo.se,,True,Sitevision,varmdo,443.97,2537.48,131904,2023-11-20T12:53:58,,Från sent 2023 har kommunen använd Söderberg & Partners för att placera överskottslikviditet i räntefonder. Under 2022 och tidigare 2023 har ingen placering skett.,0,2120000035
262,0683,Värnamo,kontaktcenter@varnamo.se,varnamo.se,,False,Sitevision,varnamo,1216.17,166.24,178760,2023-11-20T12:53:58,Swedbank,Koncernkonto,0,2120000555
263,0883,Västervik,kommun@vastervik.se,vastervik.se,cloudflare,False,Optimizely CMS,vastervik,1873.95,1723.19,82113,2023-11-20T12:53:58,Nordea,Bankkonto,0,2120000779
264,1980,Västerås,kontaktcenter@vasteras.se,vasteras.se,,True,Sitevision,vasteras,958.36,179.46,326305,2023-11-20T12:53:58,Swedbank,Bankkonto med ränta,0,2120002080
265,0780,Växjö,info@vaxjo.se,vaxjo.se,,True,Sitevision,vaxjo,1664.97,249.37,317305,2023-11-20T12:53:58,,,0,2120000662
266,0512,Ydre,ydre.kommun@ydre.se,ydre.se,,True,Sitevision,ydre,675.33,103.29,13272,2023-11-20T12:53:58,,,0,2120000381
267,1286,Ystad,kommunen@ystad.se,ystad.se,Microsoft-IIS/10.0,False,Optimizely CMS,ystad,349.92,834.48,139361,2023-11-20T12:53:58,,,0,2120001181
268,1492,Åmål,kommun@amal.se,amal.se,,False,Sitevision via Umbraco,amal,480.98,408.74,39868,2023-11-20T12:53:58,Swedbank,"Koncernkonto med ränta ca 3,84%",0,2120001587
269,2260,Ånge,ange@ange.se,ange.se,,True,Sitevision,ange,3050.17,245.45,39965,2023-11-20T12:53:58,,,0,2120002387
270,2321,Åre,kundtjanst@are.se,are.se,Apache/2.4.37 () OpenSSL/1.1.1k,False,Joomla CMS,are,7195.0,1041.47,26937,2023-11-20T12:53:58,Swedbank,Affärskonto utan intäktsränta,0,2120002494
271,1765,Årjäng,kommun@arjang.se,arjang.se,,True,Sitevision,arjang,1409.47,243.58,36191,2023-11-20T12:53:58,Westra wermlands Sparbank,"Ränta på överskott ca3,84%-4,14%",0,2120001835
272,2463,Åsele,kommun@asele.se,asele.se,,False,Umbraco,asele,4223.43,320.17,0,2023-11-20T12:53:58,Swedbank,Affärskonto med ca 3%,0,2120002791
273,1277,Åstorp,kommun@astorp.se,astorp.se,,True,Sitevision,astorp,92.35,0.28,42697,2023-11-20T12:53:58,Swedbank,"Affärskonton, liten andel likvid placering i räntebärande papper via Nordea",0,2120000936
274,0561,Åtvidaberg,kontakt@atvidaberg.se,atvidaberg.se,,True,Sitevision,atvidaberg,686.54,93.7,31836,2023-11-20T12:53:58,,,0,2120000415
275,0765,Älmhult,info@almhult.se,almhult.se,,True,Sitevision,almhult,890.46,87.76,76017,2023-11-20T12:53:58,,,0,2120000647
276,2039,Älvdalen,kommun@alvdalen.se,alvdalen.se,,True,Sitevision,alvdalen,6871.31,271.36,32461,2023-11-20T12:53:58,Nordea,"Konto med ränta ca 3-3,5%",0,2120002197
277,0319,Älvkarleby,kommun@alvkarleby.se,alvkarleby.se,,False,Sitevision,alvkarleby,221.56,394.66,34165,2023-11-20T12:53:58,Swedbank,Affärskonto med ränta,0,2120000258
278,2560,Älvsbyn,kommunen@alvsbyn.se,alvsbyn.se,Apache,False,Wordpress,alvsbyn,1699.25,95.99,24522,2023-11-20T12:53:58,Sparbanken Nord,"Fasträntekonto med 3,5%",0, 2120002734
279,1292,Ängelholm,info@engelholm.se,engelholm.se,,False,Sitevision,angelholm,419.81,58.09,149843,2023-11-20T12:53:58,Swedbank,"Koncernkonto med ränta ca 3,84%",0,2120000977
280,1407,Öckerö,kommun@ockero.se,ockero.se,,True,Sitevision,ockero,25.75,485.65,40181,2023-11-20T12:53:58,,,0,2120001280
281,0509,Ödeshög,kommun@odeshog.se,odeshog.se,,True,Sitevision,odeshog,434.05,235.06,20976,2023-11-20T12:53:58,Swedbank,Ingen överskott,0,2120000373
282,1880,Örebro,servicecenter@orebro.se,orebro.se,,True,Sitevision,orebro,1373.03,247.58,527147,2023-11-20T12:53:58,Swedbank,Konto med intäktsränta med marginal till Stibor och räntefonder,0,2120001967
283,1257,Örkelljunga,kommunkontor@orkelljunga.se,orkelljunga.se,,False,Sitevision,orkelljunga,319.26,10.32,41097,2023-11-20T12:53:58,Swedbank,"Affärskonton med intäktsränta ca 3,8%",0,2120000878
284,2284,Örnsköldsvik,kontaktcenter@ornskoldsvik.se,ornskoldsvik.se,,False,Sitevision,ornskoldsvik,6376.53,2051.6,184971,2023-11-20T12:53:58,,,0,2120002445
285,2380,Östersund,kundcenter@ostersund.se,ostersund.se,,False,Sitevision,ostersund,2208.35,292.82,208669,2023-11-20T12:53:58,Nordea,Bankkonto med inlåningsränta enligt NSSi och räntefond Nordea Institutionella kortränta,0,2120002528
286,0117,Österåker,servicecenter@osteraker.se,osteraker.se,,False,Sitevision,osteraker,312.35,242.11,48978,2023-11-20T12:53:58,,,0,2120002890
287,0382,Östhammar,osthammardirekt@osthammar.se,osthammar.se,Microsoft-IIS/10.0,False,Episerver,osthammar,1474.52,2238.58,141838,2023-11-20T12:53:58,Swedbank,"Bankkonto ca 2,25-3,84% ränta",0,2120000290
288,1256,Östra Göinge,kommun@ostragoinge.se,ostragoinge.se,Apache/2.4.41 (Ubuntu),False,SiteVision,ostra-goinge,431.67,19.48,45743,2023-11-20T12:53:58,,,0,2120000860
289,2513,Överkalix,kommun@overkalix.se,overkalix.se,,False,,overkalix,2764.76,154.69,31743,2023-11-20T12:53:58,,,0,2120002684
